	GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	2vs0	4vs0	6vs0	8vs0	10vs0	2vs0	4vs0	8vs0	10vs0	res$padj[match(rownames(both_de), rownames(res))]	tt_dev$adj.P.Val[match(rownames(both_de), rownames(tt_dev))]
Q54W12	DDB_G0280019	DDB_G0280019	NA	DJ-1/ThiJ/PfpI family protein	Q54W12	-0.0463361202476128	1.23703111449011	2.65614658013417	9.55295222817831	10.5917182842048	0.0263297816639383	-0.0162220315794295	-0.105372005211229	3.30086396888547	5.16628549299138e-134	0.00296736663703816
P54643	DDB_G0277379	pspD	NA	spore coat protein SP87	P54643	0.832860789854619	0.768855357049134	0.65236774464288	10.973782096916	13.9439873741876	0.0256627534021092	-0.0203771546959569	2.34186629364441	6.50175118525368	4.1011183807836e-159	3.76268800341358e-05
P14328	DDB_G0276941	cotA	SP96	spore coat protein sp96	P14328	0.446392148552408	0.346761197911551	0.675910956647596	7.98347200345704	14.0360870770391	-0.247406216462602	0.320831187286332	-0.212361058230368	4.6707911254738	4.67983042891364e-58	0.000407289246797541
P15270	DDB_G0277141	cotC	SP60	spore coat protein SP60	P15270	0.547411557476844	0.315230810041899	0.394139705394358	7.62968376035962	12.4365219504292	-0.226388716339798	0.120518022899735	0.628689618506736	6.05520040767777	6.26620567007833e-194	0.00014368366854846
Q54EL4	DDB_G0291668	tgrA3	NA	immunoglobulin E-set domain-containing protein	Q54EL4	-0.625895095658054	-0.592282319103177	6.66763628349685	10.5588245669465	11.3316415097964	0.168975580462945	0.0179736452943101	0.561285547546077	2.24426343941824	5.90567488977603e-92	0.0016919331734353
Q55EU0	DDB_G0268754	DDB_G0268754	NA	glycoside hydrolase family 47 protein, mannosyl-oligosaccharide 1,2-alpha-mannosidase	Q55EU0	0.593280916421371	2.20861917075655	4.85462479429215	8.12171913336245	8.53823723220674	-0.296400526193029	-0.0141979142579633	-0.338947949131264	1.72228906442554	8.20535480891897e-74	0.000484867998561029
Q95UP9	DDB_G0280049	rdiB	RhoGDI2	rho GDP-dissociation inhibitor-like protein	Q95UP9	0.68012835385238	2.02212720215582	4.72054903708146	8.51641264017111	8.04902290558226	0.0336350791070337	-0.087350629679033	-0.0493323113721327	2.85968919104123	1.34252066003465e-17	0.00179126144676641
Q54C80	DDB_G0293182	expl8	NA	expansin-like protein	Q54C80	0.682400496371905	1.21785927810992	4.7124692303704	10.593367250308	10.4371669296566	-0.316281274442864	-0.314656619404496	1.63896830646504	3.45324936068954	1.03187584508159e-211	2.9437652897978e-05
Q54MD5	DDB_G0286025	DDB_G0286025	NA	glycoside hydrolase family 5 protein	Q54MD5	1.1061354765516	1.53196553454232	4.24326308635463	9.53844680577459	9.12572739288904	-0.502899820619534	-0.111030886032834	1.36086863764217	2.646606397312	1.07972671447306e-127	2.11188745638911e-05
Q54YJ2	DDB_G0278213	DDB_G0278213	NA	NA	Q54YJ2	0.983884729624406	1.59136586825247	5.22893183066519	9.241970647848	8.39795487128597	-0.10605832270733	0.134374823174202	1.84567416271504	2.8303029071325	1.81582911474401e-71	0.00290001763317672
Q54QA1	DDB_G0283979	DDB_G0283979	NA	NA	Q54QA1	3.37630778583911	2.30035881718197	2.30307778886641	5.77023192074563	7.72070509127757	-0.138845450650236	0.0380059559394312	1.84215352030306	3.9766939249841	6.6100871124044e-56	0.000644851690507419
Q86ID4	DDB_G0275487	DDB_G0275487	NA	NA	Q86ID4	3.9864994353193	4.00919078851781	2.62186583548271	5.09986555531073	6.6962068978827	-0.156679577943233	-0.0491014173004327	-0.052054266619666	3.1547178407811	7.486292708708e-29	0.000400702591207033
Q55G11	DDB_G0268374	dcd2B	NA	neutral/alkaline nonlysosomal ceramidase family protein	Q55G11	2.16982015408878	3.09320998862793	3.92492035636402	6.93708283002733	6.10578245345139	0.29469603996587	0.280753395298836	0.704571672174136	1.86347937520434	5.43725683692836e-40	0.00371085630984966
Q54K61	DDB_G0287581	DDB_G0287581	NA	unknown	Q54K61	2.06871749420903	4.01112703806487	3.16444737422593	7.44986497980038	7.61831410945297	-0.357166495934562	0.285502995103072	1.93976943041067	4.0096041075958	7.6288521988341e-78	1.0682492769158e-05
Q55EI4	DDB_G0268884	DDB_G0268884	osmC	osmotically inducible family protein	Q55EI4	0.846962835710851	2.19659178411083	3.6708065314693	7.86717421504753	8.20216711416461	-0.526789441480928	-0.284852208259762	1.10240327976737	4.16035717855964	1.59914982982944e-57	0.00322634051314383
Q54IJ6	DDB_G0288711	tgrM1	NA	IPT/TIG domain-containing protein, immunoglobulin E-set domain-containing protein	Q54IJ6	0.495936017275429	1.07057875509874	3.08936344526827	9.66444326969201	10.979974875787	0.3460449003632	0.8170374235648	3.15864959359733	5.39278051348137	1.77303156860663e-232	0.000111538379310759
Q55CW7	DDB_G0269872	tspB	NA	tetraspanin family protein	Q55CW7	0.616799082573241	3.36873296406039	3.93736974567074	8.68971205724812	9.87418280556986	0.232879575808433	0.291658369137633	2.51715138053393	4.17330780583247	4.56337339198002e-99	0.000718712179880275
Q54C60	DDB_G0293010	aplD	sapA, sapA1, saposin-like protein D	amoebapore-like protein D	Q54C60	1.82486039173371	2.40746966925477	4.13023333017515	8.81630877331401	9.15503163603871	0.328712016275934	0.215987500574532	1.69798137716437	6.00620153210863	1.9135292475864e-57	0.00145144161843899
Q54WE0	DDB_G0279713	aplK	saposin-like protein K	amoebapore-like protein K	Q54WE0	2.47089252421459	2.41721041653871	4.20413615827558	8.77856030153268	8.4753370384301	0.248694531768871	-0.371469703368797	3.73440562867167	5.46774789023927	2.53755880908162e-58	5.50735960436025e-06
P34114	DDB_G0291123	glpD	GP2, gp-2, glycogen phosphorylase a	glycogen phosphorylase 2	P34114	-0.24582463680826	-0.143229609676373	3.48098362292829	7.76257368835422	8.64235209990194	1.27801363462874	0.0731422157037702	5.09155028413534	6.5607542641994	2.94547637181093e-76	0.000222015299351243
Q04503	DDB_G0283149	cotD	DP87, SP75, sorus matrix protein	spore coat protein SP75	Q04503	-0.836282107204158	-0.226273121461201	-0.425355703428502	7.06262213975881	9.19421292187549	-0.281196317355264	-0.062822587086566	3.5475686702689	6.48029886169453	1.2695895194248e-118	1.8022969027498e-06
Q54CU4	DDB_G0292696	colA	NA	colossin A	Q54CU4	-0.414197830267899	-0.0316833169254356	1.60405291341913	7.45507622851807	9.33526351498541	0.6899775760433	-0.400795280413235	2.12471783451683	5.1029742299463	1.96641841491664e-95	0.00049325848765756
Q54BA1	DDB_G0293802	DDB_G0293802	NA	transmembrane protein	Q54BA1	0.260266512382526	0.0172016673892128	2.40442512939154	8.35072215669318	8.847263196525	-0.247850226048827	0.46740597026704	2.31313479865091	4.42557479460727	2.53809997267059e-215	6.30996860665881e-05
Q55B43	DDB_G0271162	DDB_G0271162	NA	NA	Q55B43	0.347601597810724	0.657856657866575	3.19971518935905	8.18560256704168	8.65289423532096	0.0913661788516343	0.0542226609208677	1.60915143408214	4.06165403256843	2.03756934551957e-143	0.00139016534113086
Q55BW8	DDB_G0271074	DDB_G0271074	NA	unknown	Q55BW8	0.80596704976321	1.86097230848161	3.75360622280015	7.33446001096351	10.101106576722	-0.299113179120458	-0.0211633690357245	-0.530578248361158	4.36937098996461	4.50573680182458e-139	2.61159009187655e-06
Q54E39	DDB_G0291818	DDB_G0291818	NA	NA	Q54E39	-0.0592516857485747	0.872717857816126	2.40396894915268	6.74243084933498	9.44600675672282	-0.0530586910348961	-0.0928789646697624	1.24466425891714	3.49497994570927	3.86155417007813e-88	0.00177440989994385
Q86AU2	DDB_G0274265	DDB_G0274265	NA	NA	Q86AU2	0.198755810534304	1.63246088251534	1.71232388103072	5.61843292060544	9.60240556088924	0.043820648227806	0.0345626598314731	0.080854018194073	4.15714553755727	1.64779686629377e-65	0.000136577448437394
O97113	DDB_G0275439	cad2	DdCAD2	putative adhesion molecule	O97113	1.22486917179897	4.10539357698015	6.27542686533763	8.04149565658886	7.4179739680277	-0.214492583402998	0.656788900592336	5.7780422087004	6.28828923499657	1.35744149596955e-61	7.5556173953318e-06
P04989	DDB_G0279799	cprB	CP2, pst-cath, 16G1	cysteine proteinase 2	P04989	1.55720780756504	3.2988140518285	6.49048004292681	8.96472612727623	8.58055127354125	0.280780334428105	0.080096972171605	5.9863641953237	6.6425311609503	9.25081917727724e-55	1.02283701411877e-08
Q54MI7	DDB_G0285917	DDB_G0285917	NA	unknown	Q54MI7	3.62802624111277	1.76079385595523	5.78419221018358	10.0470103504811	9.8346816263834	-0.372255418768864	-0.197539482359863	4.2054569418777	5.72733622688527	2.54022973206673e-77	2.38223042866873e-07
Q54P69	DDB_G0284759	psiM	NA	PA14 domain-containing protein	Q54P69	2.44301802732807	4.00540043413305	6.04378659456303	9.02578810387428	9.834892267356	-0.177579067449227	-0.661832031930326	4.84435135758247	5.56695501302387	3.98840156100694e-63	4.99412170555841e-07
Q54VJ1	DDB_G0280307	DDB_G0280307	NA	beta-lactamase family protein	Q54VJ1	1.61270922800313	3.29113187938253	7.62234997186883	8.70109806753015	8.39465381654355	0.308920211964367	0.206118598738601	4.2812577585754	4.74453045791523	2.73778291386767e-36	2.21193415208576e-06
Q06885	DDB_G0267398	gppA	P29F8, dajumin, GP100	glycoprotein gp100	Q06885	3.0415269272217	5.41109430376027	8.09249862921635	9.22709247127072	7.63124557991605	0.0883725328823043	-0.158965992799696	4.0162897719392	4.23083565243247	7.74057294189949e-60	3.42639897939614e-07
Q966T6	DDB_G0272568	cofC-1	DCOF3, cofC	cofilin-2	Q966T6	3.0404130954979	4.0216553179666	8.00734290437542	9.47830707219743	7.98397705723425	0.0734854105945057	-0.0728800767423943	4.28202272552614	4.46510070126464	2.73581061417606e-93	1.214526347096e-06
Q1ZXD1	DDB_G0288745	DDB_G0288745	NA	unknown	Q1ZXD1	4.43966582816337	5.60998301166363	5.91018565908536	9.31108961848679	9.22601885570515	-0.601317183736535	0.4082798579366	4.55288531752063	5.88970654525533	7.10149389887987e-53	2.55630972443723e-07
Q54RF4	DDB_G0283153	cbpD1	CBP4a	calcium-binding protein	Q54RF4	2.61799530268908	5.15983172317862	7.18396765246885	8.63887327875999	7.83185390351461	0.0366695180839631	1.31499709779196	5.18086887038356	5.66664213138336	8.04683545937059e-76	5.42392907768043e-08
O76765	DDB_G0285845	phdA	DG1093	PH domain-containing protein	O76765	3.21734382269777	5.69499125977308	7.60782914761262	8.60573840124944	8.45265016417752	-0.323348049727129	0.659546910897603	4.746147429904	4.53004425341627	8.67249917701901e-43	4.49783278539484e-06
Q54DH5	DDB_G0292248	DDB_G0292248	NA	unknown	Q54DH5	3.5642577737673	5.71678308372385	7.16978329976608	8.26228870201203	7.9308997510087	-0.0206772853916916	-0.0900751495773579	5.03053166255934	5.30164257011988	1.84671615374134e-42	5.17902096447159e-08
Q54I92	DDB_G0288919	psiI	NA	PA14 domain-containing protein	Q54I92	3.36991773924917	5.6446767242558	6.6500101850767	8.89625429189036	8.4860815912495	-0.246125949075232	-0.00148719994063147	4.47135942926127	5.27038773324694	2.3641303763474e-76	2.66414605707802e-07
Q23925	DDB_G0280047	yelA	DG1014	initiation factor eIF-4 gamma middle domain-containing protein	Q23925	1.74079897999877	3.95270365957652	4.96974007254911	5.87475511721139	6.5867749264382	0.120926622125373	0.544102009539473	4.47387809544264	4.7725098750762	1.30244730760896e-39	4.49783278539484e-06
